# Avida time data
# Wed Jun 29 15:25:46 2011
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 1.03093 7.02632 2280 
200 2.06186 14.8503 4200 
300 3.09278 22.5462 18660 
400 4.12371 30.1877 44010 
500 5.15464 37.9489 81090 
600 6.18557 45.7014 106980 
700 7.21649 53.2038 63420 
